mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.69,"13 km SSW of Volcano, Hawaii",1732513232040,1732565070350,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74540262,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74540262&format=geojson,,,,,reviewed,0,44,hv,74540262,",hv74540262,",",hv,",",origin,phase-data,",43.0,0.03719,0.11,94.0,md,earthquake,"M 1.7 - 13 km SSW of Volcano, Hawaii"
0.65,"14 km SE of Bodfish, CA",1732512971000,1732553669478,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799615,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799615&format=geojson,,,,,reviewed,0,6,ci,40799615,",ci40799615,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.1758,0.1,63.0,ml,earthquake,"M 0.7 - 14 km SE of Bodfish, CA"
1.8,"5 km NNE of Columbiana, Ohio",1732512964706,1732514063040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000p7j0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000p7j0&format=geojson,,,,,reviewed,0,50,us,6000p7j0,",us6000p7j0,",",us,",",origin,phase-data,",20.0,0.186,0.4,63.0,ml,earthquake,"M 1.8 - 5 km NNE of Columbiana, Ohio"
1.65,"9 km SSW of Bakersfield, CA",1732512759180,1732563286660,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799607,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799607&format=geojson,1.0,0.0,,,reviewed,0,42,ci,40799607,",ci40799607,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",47.0,0.07752,0.22,30.0,ml,earthquake,"M 1.7 - 9 km SSW of Bakersfield, CA"
1.12,"15 km  of Coalinga, CA",1732512446170,1732728570515,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75090086,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75090086&format=geojson,,,,,reviewed,0,19,nc,75090086,",nc75090086,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.05398,0.15,62.0,md,earthquake,"M 1.1 - 15 km  of Coalinga, CA"
1.0,"16 km  of Coalinga, CA",1732512425190,1732567037764,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75090091,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75090091&format=geojson,,,,,reviewed,0,15,nc,75090091,",nc75090091,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.0567,0.08,101.0,md,earthquake,"M 1.0 - 16 km  of Coalinga, CA"
-1.18,"22 km W of Sitka, Alaska",1732511514580,1732575039010,,https://earthquake.usgs.gov/earthquakes/eventpage/av93027369,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93027369&format=geojson,,,,,reviewed,0,0,av,93027369,",av93027369,",",av,",",origin,phase-data,",4.0,0.01361,0.08,205.0,ml,earthquake,"M -1.2 - 22 km W of Sitka, Alaska"
-0.77,"21 km W of Sitka, Alaska",1732511495270,1732575190040,,https://earthquake.usgs.gov/earthquakes/eventpage/av93027379,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93027379&format=geojson,,,,,reviewed,0,0,av,93027379,",av93027379,",",av,",",origin,phase-data,",4.0,0.01218,0.24,292.0,ml,earthquake,"M -0.8 - 21 km W of Sitka, Alaska"
1.1,"42 km WNW of Tatitlek, Alaska",1732511244591,1732554287850,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5ud7gr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5ud7gr&format=geojson,,,,,reviewed,0,19,ak,024f5ud7gr,",ak024f5ud7gr,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.1 - 42 km WNW of Tatitlek, Alaska"
1.99,"6 km NNW of Smiths Ferry, Idaho",1732511052880,1732569647340,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90066873,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90066873&format=geojson,,,,,reviewed,0,61,mb,90066873,",mb90066873,",",mb,",",origin,phase-data,",9.0,0.34,0.21,114.0,ml,earthquake,"M 2.0 - 6 km NNW of Smiths Ferry, Idaho"
1.02,"5 km WNW of Cobb, CA",1732510725390,1732511970482,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75090081,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75090081&format=geojson,,,,,automatic,0,16,nc,75090081,",nc75090081,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01105,0.03,79.0,md,earthquake,"M 1.0 - 5 km WNW of Cobb, CA"
4.6,"8 km NNW of Jordán, Colombia",1732510291378,1732657491085,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000p7iv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000p7iv&format=geojson,2.0,4.6,,,reviewed,0,326,us,6000p7iv,",us6000p7iv,",",us,",",dyfi,origin,phase-data,",73.0,0.904,0.69,50.0,mb,earthquake,"M 4.6 - 8 km NNW of Jordán, Colombia"
0.22,"71 km WNW of Beluga, Alaska",1732510251800,1732573572180,,https://earthquake.usgs.gov/earthquakes/eventpage/av93378183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93378183&format=geojson,,,,,reviewed,0,1,av,93378183,",av93378183,",",av,",",origin,phase-data,",15.0,0.1134,0.22,122.0,ml,earthquake,"M 0.2 - 71 km WNW of Beluga, Alaska"
1.76999998,"5 km W of Pāhala, Hawaii",1732509995640,1732510115320,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74540187,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74540187&format=geojson,,,,,automatic,0,48,hv,74540187,",hv74540187,",",hv,",",origin,phase-data,",49.0,0.05412,0.219999999,84.0,md,earthquake,"M 1.8 - 5 km W of Pāhala, Hawaii"
0.86,"7 km NNW of The Geysers, CA",1732509736220,1732511367409,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75090076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75090076&format=geojson,,,,,automatic,0,11,nc,75090076,",nc75090076,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.003546,0.03,86.0,md,earthquake,"M 0.9 - 7 km NNW of The Geysers, CA"
1.3,"5 km NE of Buffalo Soapstone, Alaska",1732509352782,1732509496098,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5txvj2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5txvj2&format=geojson,,,,,automatic,0,26,ak,024f5txvj2,",ak024f5txvj2,",",ak,",",origin,phase-data,",,,0.74,,ml,earthquake,"M 1.3 - 5 km NE of Buffalo Soapstone, Alaska"
1.2,"46 km WNW of Nanwalek, Alaska",1732509154769,1732509224315,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5tx6z8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5tx6z8&format=geojson,,,,,automatic,0,22,ak,024f5tx6z8,",ak024f5tx6z8,",",ak,",",origin,phase-data,",,,0.08,,ml,earthquake,"M 1.2 - 46 km WNW of Nanwalek, Alaska"
0.72,"10 km NW of The Geysers, CA",1732509037410,1732510471304,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75090071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75090071&format=geojson,,,,,automatic,0,8,nc,75090071,",nc75090071,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.002743,0.01,129.0,md,earthquake,"M 0.7 - 10 km NW of The Geysers, CA"
1.47,"13 km SE of Pāhala, Hawaii",1732508806340,1732570208560,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74540157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74540157&format=geojson,,,,,reviewed,0,33,hv,74540157,",hv74540157,",",hv,",",origin,phase-data,",44.0,0.08486,0.11,190.0,md,earthquake,"M 1.5 - 13 km SE of Pāhala, Hawaii"
-0.84,"28 km W of Sitka, Alaska",1732508147340,1732572702040,,https://earthquake.usgs.gov/earthquakes/eventpage/av93378153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93378153&format=geojson,,,,,reviewed,0,0,av,93378153,",av93378153,",",av,",",origin,phase-data,",4.0,0.006259,0.06,257.0,ml,earthquake,"M -0.8 - 28 km W of Sitka, Alaska"
0.44,"5 km WNW of Cobb, CA",1732508128600,1732509271172,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75090061,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75090061&format=geojson,,,,,automatic,0,3,nc,75090061,",nc75090061,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.006258,0.02,91.0,md,earthquake,"M 0.4 - 5 km WNW of Cobb, CA"
-0.37,"84 km NW of Karluk, Alaska",1732507851760,1732565400410,,https://earthquake.usgs.gov/earthquakes/eventpage/av93378148,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93378148&format=geojson,,,,,reviewed,0,0,av,93378148,",av93378148,",",av,",",origin,phase-data,",9.0,0.03692,0.06,79.0,ml,earthquake,"M -0.4 - 84 km NW of Karluk, Alaska"
1.6,"38 km W of Mentone, Texas",1732507800133,1732540360269,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024xdkt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024xdkt&format=geojson,,,,,reviewed,0,39,tx,2024xdkt,",tx2024xdkt,",",tx,",",origin,phase-data,",18.0,0.0,0.1,59.0,ml,earthquake,"M 1.6 - 38 km W of Mentone, Texas"
1.9,"82 km NW of Karluk, Alaska",1732507675248,1732572480790,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5trvno,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5trvno&format=geojson,,,,,automatic,0,56,ak,024f5trvno,",av93378138,ak024f5trvno,",",av,ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.9 - 82 km NW of Karluk, Alaska"
0.4,"9 km NNE of Lake View Terrace, CA",1732507457690,1732552490863,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799591&format=geojson,,,,,reviewed,0,2,ci,40799591,",ci40799591,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.02875,0.17,96.0,ml,earthquake,"M 0.4 - 9 km NNE of Lake View Terrace, CA"
1.37,"7 km ESE of Santa Clarita, CA",1732506742940,1732562859260,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799583&format=geojson,,,,,reviewed,0,29,ci,40799583,",ci40799583,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",49.0,0.05553,0.17,28.0,ml,earthquake,"M 1.4 - 7 km ESE of Santa Clarita, CA"
1.6,"87 km N of Aleneva, Alaska",1732506204099,1732506289944,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5te3fd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5te3fd&format=geojson,,,,,automatic,0,39,ak,024f5te3fd,",ak024f5te3fd,",",ak,",",origin,phase-data,",,,0.28,,ml,earthquake,"M 1.6 - 87 km N of Aleneva, Alaska"
1.2,"56 km N of Petersville, Alaska",1732506202273,1732506294324,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5te3ab,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5te3ab&format=geojson,,,,,automatic,0,22,ak,024f5te3ab,",ak024f5te3ab,",",ak,",",origin,phase-data,",,,0.43,,ml,earthquake,"M 1.2 - 56 km N of Petersville, Alaska"
-0.95,"63 km WNW of Tyonek, Alaska",1732505975140,1732571867650,,https://earthquake.usgs.gov/earthquakes/eventpage/av93378118,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93378118&format=geojson,,,,,reviewed,0,0,av,93378118,",av93378118,",",av,",",origin,phase-data,",7.0,0.04444,0.12,169.0,ml,earthquake,"M -1.0 - 63 km WNW of Tyonek, Alaska"
2.01999998,"14 km ENE of Pāhala, Hawaii",1732505718420,1732505830690,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74540112,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74540112&format=geojson,,,,,automatic,0,63,hv,74540112,",hv74540112,",",hv,",",origin,phase-data,",46.0,0.04821,0.150000006,134.0,md,earthquake,"M 2.0 - 14 km ENE of Pāhala, Hawaii"
1.91999996,"1 km SW of Pāhala, Hawaii",1732504388320,1732504481620,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74540087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74540087&format=geojson,,,,,automatic,0,57,hv,74540087,",hv74540087,",",hv,",",origin,phase-data,",21.0,0.04168,0.140000001,123.0,md,earthquake,"M 1.9 - 1 km SW of Pāhala, Hawaii"
1.4,"51 km S of Whites City, New Mexico",1732504248386,1732730942271,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024xdiu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024xdiu&format=geojson,,,,,reviewed,0,30,tx,2024xdiu,",tx2024xdiu,",",tx,",",origin,phase-data,",11.0,0.0,0.2,60.0,ml,earthquake,"M 1.4 - 51 km S of Whites City, New Mexico"
0.73,"15 km NE of Borrego Springs, CA",1732504127900,1732562279446,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799567,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799567&format=geojson,,,,,reviewed,0,8,ci,40799567,",ci40799567,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.1489,0.17,139.0,ml,earthquake,"M 0.7 - 15 km NE of Borrego Springs, CA"
-0.98,"23 km W of Sitka, Alaska",1732504110880,1732571681720,,https://earthquake.usgs.gov/earthquakes/eventpage/av93027364,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93027364&format=geojson,,,,,reviewed,0,0,av,93027364,",av93027364,",",av,",",origin,phase-data,",4.0,0.006555,0.15,182.0,ml,earthquake,"M -1.0 - 23 km W of Sitka, Alaska"
-0.29,"85 km NNW of Karluk, Alaska",1732503956750,1732572028640,,https://earthquake.usgs.gov/earthquakes/eventpage/av93378093,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93378093&format=geojson,,,,,reviewed,0,0,av,93378093,",av93378093,",",av,",",origin,phase-data,",10.0,0.03801,0.13,131.0,ml,earthquake,"M -0.3 - 85 km NNW of Karluk, Alaska"
1.47,"25 km SW of Bodfish, CA",1732503293040,1732549047853,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799551&format=geojson,,,,,reviewed,0,33,ci,40799551,",ci40799551,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",39.0,0.1225,0.19,38.0,ml,earthquake,"M 1.5 - 25 km SW of Bodfish, CA"
2.52,"0 km NNW of Guayanilla, Puerto Rico",1732503124250,1732504124270,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71466753,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71466753&format=geojson,,,,,reviewed,0,98,pr,71466753,",pr71466753,",",pr,",",origin,phase-data,",9.0,0.09452,0.18,158.0,md,earthquake,"M 2.5 - 0 km NNW of Guayanilla, Puerto Rico"
0.7,"17 km ESE of Anza, CA",1732502684160,1732549049247,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799543,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799543&format=geojson,,,,,reviewed,0,8,ci,40799543,",ci40799543,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",30.0,0.05616,0.13,70.0,ml,earthquake,"M 0.7 - 17 km ESE of Anza, CA"
1.5,"20 km N of Chickaloon, Alaska",1732502262957,1732502355357,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5srezb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5srezb&format=geojson,,,,,automatic,0,35,ak,024f5srezb,",ak024f5srezb,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.5 - 20 km N of Chickaloon, Alaska"
1.5,"46 km SSE of Denali National Park, Alaska",1732502204204,1732502310722,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5sr7d0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5sr7d0&format=geojson,,,,,automatic,0,35,ak,024f5sr7d0,",ak024f5sr7d0,",",ak,",",origin,phase-data,",,,0.8,,ml,earthquake,"M 1.5 - 46 km SSE of Denali National Park, Alaska"
1.2,"17 km NE of Hermleigh, Texas",1732502078858,1732632548039,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024xdhq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024xdhq&format=geojson,,,,,reviewed,0,22,tx,2024xdhq,",tx2024xdhq,",",tx,",",origin,phase-data,",16.0,0.1,0.1,60.0,ml,earthquake,"M 1.2 - 17 km NE of Hermleigh, Texas"
1.12,"10 km W of Lamont, Oklahoma",1732501210599,1732627897345,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024xdhd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024xdhd&format=geojson,,,,,reviewed,0,19,ok,2024xdhd,",ok2024xdhd,",",ok,",",origin,phase-data,",53.0,0.2150577983,0.41,120.0,ml,earthquake,"M 1.1 - 10 km W of Lamont, Oklahoma"
1.3,"17 km NE of Hermleigh, Texas",1732500764257,1732631552945,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024xdgx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024xdgx&format=geojson,,,,,reviewed,0,26,tx,2024xdgx,",tx2024xdgx,",",tx,",",origin,phase-data,",17.0,0.1,0.1,80.0,ml,earthquake,"M 1.3 - 17 km NE of Hermleigh, Texas"
-0.4,"37 km WNW of Indian Springs, Nevada",1732500743366,1732548755436,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00887914,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00887914&format=geojson,,,,,reviewed,0,0,nn,00887914,",nn00887914,",",nn,",",origin,phase-data,",10.0,0.021,0.0383,246.59999999999997,ml,earthquake,"M -0.4 - 37 km WNW of Indian Springs, Nevada"
1.3,"13 km SE of Kasilof, Alaska",1732500319858,1732500482805,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5skguk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5skguk&format=geojson,,,,,automatic,0,26,ak,024f5skguk,",ak024f5skguk,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.3 - 13 km SE of Kasilof, Alaska"
3.63,"102 km NNE of Cruz Bay, U.S. Virgin Islands",1732500217210,1732655358040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024330001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2024330001&format=geojson,,,,,reviewed,0,203,pr,2024330001,",us6000p7ij,pr2024330001,",",us,pr,",",origin,phase-data,",10.0,0.8101,0.29,301.0,md,earthquake,"M 3.6 - 102 km NNE of Cruz Bay, U.S. Virgin Islands"
2.06,"3 km WSW of Blytheville, Arkansas",1732499553920,1732631791569,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60594256,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60594256&format=geojson,6.0,2.2,,,reviewed,0,67,nm,60594256,",nm60594256,",",nm,",",dyfi,origin,phase-data,",28.0,0.05164,0.06,82.0,md,earthquake,"M 2.1 - 3 km WSW of Blytheville, Arkansas"
-0.77,"63 km ENE of Pedro Bay, Alaska",1732499201870,1732570240380,,https://earthquake.usgs.gov/earthquakes/eventpage/av93378033,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93378033&format=geojson,,,,,reviewed,0,0,av,93378033,",av93378033,",",av,",",origin,phase-data,",4.0,0.01315,0.15,206.0,ml,earthquake,"M -0.8 - 63 km ENE of Pedro Bay, Alaska"
1.74,"1 km  of The Geysers, CA",1732498707430,1732500567183,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75090041,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75090041&format=geojson,,,,,automatic,0,47,nc,75090041,",nc75090041,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",29.0,0.01252,0.04,63.0,md,earthquake,"M 1.7 - 1 km  of The Geysers, CA"
1.16,"8 km E of Yorba Linda, CA",1732498509960,1732549109080,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799519,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799519&format=geojson,,,,,reviewed,0,21,ci,40799519,",ci40799519,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",37.0,0.04674,0.18,61.0,ml,earthquake,"M 1.2 - 8 km E of Yorba Linda, CA"
1.1,"83 km NW of Karluk, Alaska",1732498311392,1732498457690,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5s4piz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5s4piz&format=geojson,,,,,automatic,0,19,ak,024f5s4piz,",ak024f5s4piz,",",ak,",",origin,phase-data,",,,0.25,,ml,earthquake,"M 1.1 - 83 km NW of Karluk, Alaska"
1.74000001,"7 km SW of Volcano, Hawaii",1732497321440,1732497494470,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74540007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74540007&format=geojson,,,,,automatic,0,47,hv,74540007,",hv74540007,",",hv,",",origin,phase-data,",18.0,0.004575,0.129999995,61.0,md,earthquake,"M 1.7 - 7 km SW of Volcano, Hawaii"
1.11,"8 km NW of Prague, Oklahoma",1732496950839,1732628278858,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024xdeu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024xdeu&format=geojson,,,,,reviewed,0,19,ok,2024xdeu,",ok2024xdeu,",",ok,",",origin,phase-data,",40.0,0.009898057663,0.14,48.0,ml,earthquake,"M 1.1 - 8 km NW of Prague, Oklahoma"
0.7,"12 km NNW of Sutton-Alpine, Alaska",1732496940529,1732497082876,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5rzsw5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5rzsw5&format=geojson,,,,,automatic,0,8,ak,024f5rzsw5,",ak024f5rzsw5,",",ak,",",origin,phase-data,",,,0.68,,ml,earthquake,"M 0.7 - 12 km NNW of Sutton-Alpine, Alaska"
1.3,"40 km NNW of Glacier View, Alaska",1732496775289,1732496949202,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5rza1k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5rza1k&format=geojson,,,,,automatic,0,26,ak,024f5rza1k,",ak024f5rza1k,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 1.3 - 40 km NNW of Glacier View, Alaska"
1.99000001,"0 km WNW of Pāhala, Hawaii",1732496655020,1732496760180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74539992,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74539992&format=geojson,,,,,automatic,0,61,hv,74539992,",hv74539992,",",hv,",",origin,phase-data,",28.0,0.04551,0.119999997,103.0,md,earthquake,"M 2.0 - 0 km WNW of Pāhala, Hawaii"
1.22,"17 km WSW of Toms Place, CA",1732496202630,1732649071317,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75090026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75090026&format=geojson,,,,,reviewed,0,23,nc,75090026,",nc75090026,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.1145,0.05,173.0,md,earthquake,"M 1.2 - 17 km WSW of Toms Place, CA"
1.77999997,"0 km NNW of Pāhala, Hawaii",1732496061710,1732496148110,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74539987,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74539987&format=geojson,,,,,automatic,0,49,hv,74539987,",hv74539987,",",hv,",",origin,phase-data,",36.0,0.04496,0.119999997,100.0,md,earthquake,"M 1.8 - 0 km NNW of Pāhala, Hawaii"
2.3,"46 km W of Mentone, Texas",1732495093249,1732533842560,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024xddu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024xddu&format=geojson,,,,,reviewed,0,81,tx,2024xddu,",tx2024xddu,",",tx,",",origin,phase-data,",15.0,0.0,0.2,75.0,ml,earthquake,"M 2.3 - 46 km W of Mentone, Texas"
1.9,"56 km S of Whites City, New Mexico",1732494800729,1732540909331,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024xddp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024xddp&format=geojson,,,,,reviewed,0,56,tx,2024xddp,",tx2024xddp,",",tx,",",origin,phase-data,",21.0,0.1,0.2,57.0,ml,earthquake,"M 1.9 - 56 km S of Whites City, New Mexico"
3.67,"93 km NNE of Cruz Bay, U.S. Virgin Islands",1732494720210,1732860526040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024330000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2024330000&format=geojson,,,,,reviewed,0,207,pr,2024330000,",us6000p7id,pr2024330000,",",us,pr,",",origin,phase-data,",17.0,0.7189,0.26,302.0,md,earthquake,"M 3.7 - 93 km NNE of Cruz Bay, U.S. Virgin Islands"
2.03,"20 km ESE of Evanston, Wyoming",1732494283200,1732551524000,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80087191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80087191&format=geojson,,,,,reviewed,0,63,uu,80087191,",uu80087191,",",uu,",",origin,phase-data,",27.0,0.3983,0.21,97.0,ml,earthquake,"M 2.0 - 20 km ESE of Evanston, Wyoming"
1.9,"5 km NW of Boron, CA",1732494084020,1732560916548,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40799479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40799479&format=geojson,,,,,reviewed,0,56,ci,40799479,",ci40799479,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",50.0,0.09914,0.18,55.0,ml,quarry blast,"M 1.9 Quarry Blast - 5 km NW of Boron, CA"
1.2,"24 km NNE of Beluga, Alaska",1732494029854,1732494106274,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5rgvl5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5rgvl5&format=geojson,,,,,automatic,0,22,ak,024f5rgvl5,",ak024f5rgvl5,",",ak,",",origin,phase-data,",,,0.15,,ml,earthquake,"M 1.2 - 24 km NNE of Beluga, Alaska"
0.8,"40 km WNW of Ninilchik, Alaska",1732493436370,1732493563236,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5reqxh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5reqxh&format=geojson,,,,,automatic,0,10,ak,024f5reqxh,",ak024f5reqxh,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 0.8 - 40 km WNW of Ninilchik, Alaska"
1.5,"10 km E of Fox, Alaska",1732493384063,1732493492569,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024f5rejt2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024f5rejt2&format=geojson,,,,,automatic,0,35,ak,024f5rejt2,",ak024f5rejt2,",",ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 1.5 - 10 km E of Fox, Alaska"
